text,Label_Final
"\xf0\x9f\x91\xa6: Dek, ak cinta kamu. Ak mencintaimu karena ALLAH \xf0\x9f\x99\x8f\n\xf0\x9f\x91\xa7: Iyamas .ak jua mencintaimu,tapi.\n\xf0\x9f\x91\xa6: Tapi ap lagi? ak wes hijrah rajin ngibadah wes pinter ngaji, wes siap rabi\n\xf0\x9f\x91\xa7: Tapi m",Non-Bullying
USER Cina Senang Indonesia Susah........candaan si encek pendiri CSIS Harry tjan silalahi di thn 80 an,Ras
USER Gebuk pasukan congor pembuat rusuh. Sikat habis jangan kasih kendor mahluk2 sontoloyo itu',Hate Speech / Ancaman
"USER USER Di katolik data keluarga sangat rapi. \nJadi kalau ada yg pisah harusnya termonitor tidak bisa menghilang begitu saja, karena menyangkut keluarganya.'",Non-Bullying
USER USER semakin nyata anda adalah penghianat bangsa !!! ??? #2019GantiPresiden,Hate Speech / Ancaman
Ngaku islam tapi belain penista agama terus..berkedok pejuang HAM...hamburger kaleee..; Orangnya die2 juga...mau tau siapa aja?; Cekidot..ini kata ustad USER,Non-Bullying
"USER USER USER dijabarkan sempurna ,juga percuma ,cebong gag ada otaknya'",Hate Speech / Ancaman
"USER USER Males sama sendernya, masa ngatain saya sipit. \xf0\x9f\x98\x94'",Non-Bullying
USER Alah drama bgt dah bangsad',Hate Speech / Ancaman
"USER USER Wajarlah IP memuji Jokowi, lah dia Gubernur bawahannya Presiden.; ; Dan gue juga bukan kader PKS.; ; Sudahlah, tak usah memaksakan diri untuk memuji Jokowi yang tak punya kemampuan apa-apa...; ; Ayo bergabung, #2019GantiPresiden",Hate Speech / Ancaman
Masyarakat hari ini sudah menjadi sastrawan. Melestarikan budaya yg dulu pernah hilang. Sehingga membuka mata kepala calon pemilih pemimpin bangsa,Non-Bullying
Indonesia jadi Republik Berisik sejak USER presiden... lengserkan jokowi,Hate Speech / Ancaman
"Suku Mosuo di perbatasan Cina dan Tibet, adalah suku pelaku poliandri (wanita bersuami banyak). Kepala keluarga juga dipegang #anehdidunia'",Non-Bullying
"Wakil Gubernur DKI Jakarta, USER mengatakan, selain Aquathlon sejumlah rangkaian acaraÂ bakal memeriahkan pencanangan HUT DKI yang akan digelar di Pulau Tidung, Kepulauan Seribu, pada 5-6 Mei mendatang.; ;",Non-Bullying
USER Medali Indonesia di Olimpiade 90% dipersembahkan oleh orang2 Kristen.\n\nMikir....',Non-Bullying
"Frepot msh blm usai pertarungannya, semntara di ring lain rupiah dihajar babak belur, dan di tempat lain politisi ngehek berkampanye ""jokowi"" antek mamarica'",Non-Bullying
USER x sangka sebodoh itu pemikiran seorang wanita islam. jijik noks',Agama
Karna dia ga punya program hanya modal bacot doang,Hate Speech / Ancaman
"USER Welkam ya, itu ada kampret merahnya\n\nIya kamu kampretnya.g'",Hate Speech / Ancaman
"Orang bodoh belum tentu idiot,\nOrang idiot belum tentu bodoh.\nHaha'",Non-Bullying
kristen sdh di tapir2in diharam-haramin !!,Agama
USER USER Sedang nahan eek.',Non-Bullying
"USER USER USER \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad \nfollowers saya hanya 2, itu juga salah satunya saya paksa.. tp saya bukan tuyul lho... emang lebih seneng baca aja daripada nulis..'",Non-Bullying
"Nak..kamu lihat ""ISTANA"" di sebrang sana..?; BerDoa'lah bersama Ayah dan rakyat semuanya Nak....; Semoga Tahun Depan Pemimpin yg sekarang tinggal di sana....; Pulang ke kampung halamanya tidak lagi tinggal di sana..; #2019GantiPresiden",Hate Speech / Ancaman
RT USER Mana harga diri kalian USER? Lembek kpd antek komunis keras kepada anti. KaPolri Politic_ID,Hate Speech / Ancaman
"Wilujeng Enjing..; Hayu ah bari ngopi nonton seni budaya sunda ""wayang golek""; Dimana wae anu hadir..?",Non-Bullying
"HAHAHA...TANGKAP TERUS, SEMUA DITANGKAP YA JOKOWI! URL",Hate Speech / Ancaman
"USER Sekolah yg bener jangan minta free class mulu nik, tar bego kayak gw\xf0\x9f\x98\x82'",Makian
sombong lu. dulu jomblo aja nangis2 ke gua USER dasar maho',Gender
"Keduanya menganut agama Syiwa Buddha (perpaduan Buddha dan Hindu Bali). Mereka sempat sejahtera, sebelum akhirnya sisi spiritual membuka jalan yang lain.'",Non-Bullying
USER YANG PENTING BERSIH BGST BUKAN TISU BEKAS NGELAP SILIT JUGA KAN? HADEH RIBET AMAT SIH PPL',Makian
"Gubernur Ahmad Heryawan Klaim MTQ Kali Ini Paling Bagus dan Terbaik, Pasalnyaâ?¦",Non-Bullying
Sikap politik Donal Trump dulu menyudutkan umat Islam hanya menarik dukungan politik di USA dari yahudi berada di sana. Dia terlihat ingin memperbaikinya.',Non-Bullying
USER USER USER Antri dari jam 02.00 edan bonek \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',Makian
Smoga Persija bisa mnjadi contoh awal klub yg ramah utk saudara kita yg di fabel. Dimulai dri panpel yg bisa menyediakan tiket khusus difabel dan cara mendapatkan nya pun lebih mudah. Dri pd bangku khusus difabel di dudukin aparat keamanan kan sayang bgt :,Non-Bullying
apa harus di demo berjilid-jliid baru polisi mau meriksa si buSuk ini,Hate Speech / Ancaman
IQ 200 lihat pelanggaran HAM di myanmar 1. Usir duta besar myanmar 2. Usir org beragama budha di indonesia USER USER USER,Agama
USER Ingin ku berkata bangsad:)',Makian
USER USER Politik luar yah bgtu om asal mau berkhianat dan menguntungkan asing ya jngnkan pernghargaan .jabatan super aja bisa ksh oleh aseng',Non-Bullying
RT USER: di doublefuck dua kontol besar URL,Makian
RT USER: YA ALLAH INI XL GAK KURANG KAMPRET LAGI APA KONEKSINYA? USER',Hate Speech / Ancaman
USER Pagi buta',Non-Bullying
"aku : ""dek aku makin lama makin sipit gak sih?""\nadek : ""bukannya teteh udh sipit""\naku: ""nih aku kasih liat foto aku yg sipit banget..""\nadek: ""gak usah, udaah tau teteh emg sipit""'",Non-Bullying
"Riza Wahyu Pratama-""Aneh Bin Ajaib, Gaji Gubernur BI Lebih Tinggi Dari Presiden, Ini Besarannya"",",Non-Bullying
RT USER Nanti rakyat demo bubarkan DPR si jago korupsi,Hate Speech / Ancaman
"BTW, untuk teman-teman Katolik, katanya ada kelas pra-nikah gitu? sama gak?'",Non-Bullying
"Dulu waktu gue SD murid islamnya kurang dari 10 orang. Tapi tetap disediakan guru agama dan musholla. \n\nDi Cisauk ini, murid kristen banyak tapi nggak ada guru agama kristen. Pelajaran agama harus tetap di dalam kelas. Nilai diambil dari sekolah minggu",Non-Bullying
USER Sini by kempotin pake memek',Makian
mampus lo jawabannya salah semua.',Hate Speech / Ancaman
Menjadi nakal atau sekalipun bajingan adalah sebuah proses perjalanan menuju kedewasaan yang penuh akan idealisme',Non-Bullying
"Jual beli tanpa ada ijab dan qabul yang biasa kita buat tu disebut jual beli al-Mu'athoh. Disisi Mazhab Syafie tak sah sebenarnya. Tapi ada beberapa ulama Mazhab Syafie seperti al-Nawawi, al-Baghawi etc kata sah. Pandangan mereka inilah yang dipakai sekara",Non-Bullying
USER Mungkin karena mayoritas rakyat Filipina beragama Katolik.. \xf0\x9f\x98\x8e',Non-Bullying
"Asumsi mereka, krna merka satu2nya parpol kanan Kristen semua umat Kristiani Indonesia akan bersatu memilih pds. Nyatanya pd pemilu 2004, pemilu pertama yg mrka ikuti, mrka hanya memperoleh 2,14%, 2,4 jt suara dr sekitar 15jt pemilih Kristen. /6'",Non-Bullying
USER Bagaimana dengan gambar no 3? Kayaknya itu yg sering dibahas di kelas rezim keuangan?',Non-Bullying
"Next fatwa (""haram mendukung dan memilih si ""A"").. ntah yg buat kubu B karena jual keyakinan, atau yg buat kubu A biar kubu B keliatan dongo'",Makian
"Sekali dalam setahun selama ratusan tahun Masyarakat Adat Baduy menyerahkan hasil panen (Seba atau Seserahan) kepada ""Bapa Gede"", yakni Bupati Lebak dan Gubernur Banten. #SebaBaduy2018; Dw",Non-Bullying
Chelsea sampah sarap',Hate Speech / Ancaman
Cukup di film dono,Non-Bullying
USER USER Cebong kek loe tetap dongo abadi nasiiib....nasib...\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85',Hate Speech / Ancaman
#wargapribumiasli ternyata tenaga ilegal TKA sdh merambah keseluruh pelosok nusantara. Termasuk di NTB\n\nWASPADALAH!!!!!!!!!!! WASPADALAH!!!!!!!!!!!\n\n#GERGAJI \n#2019GantiPresiden URL,Hate Speech / Ancaman
Janji Jokowi Jika Menang: Mal PKL &amp; 150 Pasar Tradisional URL,Non-Bullying
Teroris Budha juga merendahkan Al-Quran!,Agama
"Bertemu Lembaga Budaya Muhammadiyah, Ketua DPR Sebut ... - Warta Kota",Non-Bullying
USER Dia juga penyokong dan pelndung ahli LTTE ( Liberation Tamil Tiger Elam) teroris Hindu Sri Langka yg berlindung du Msia',Non-Bullying
Dengan kekuatan islam kita robohkan rezim pendukung anti-islam.,Agama
USER #kom11 Rapat dimulai oleh Ahmadi Nur USER #dapil1 mengenai pagu anggaran DPR 2016',Non-Bullying
"USER \xc2\xa6\xc2\xa6 Orang asing.\n\nOke itu dua kata :')""",Non-Bullying
"Kita Lengserkan Jokowi Dodo yg lebih tepat, Aman dan tentram negri ini.",Hate Speech / Ancaman
Wah keren bang ulasanya.. Mantap.. Lanjjutkan perjuanganmu membela rakyat lemah nan kecil.. Lengserkan jokowi,Ekonomi
SI KUTIL BABI TELAH MELECEHKAN PRIBUMI DAN UMAT ISLAM IklanAhokJahat,Hate Speech / Ancaman
Tadi video call dgn sofiya and guest what kiteorg pki baju and seluar yg sama without discussing. #twinsgoal',Non-Bullying
USER USER Pernah denger pepatah proses lebih penting drpada hasil gak? \nGue sih bakal kasih appreciate bgt ke tim 2 karna wow perjuangan mereka buat perform gaada cacat itu keren bgt',Ekonomi
USER USER USER USER Hahah... ada pepatah mengatakan jangan ladeni orang dungu berdebat. Gw aminin aja deh.',Makian
"Maaf pak USER USER ; Saya poto ini dihalte USER depan taman anggrek.; Tolong donk nama S.parman itu di pisahkan dgn nama podomoro city.; ; Nama seorangÂ Pahlawan Revolusi.; Tak elok tertulis "" s.parman podomoro city """,Non-Bullying
USER u mau w eue?',Makian
"Jogja menjadi sejarah penting dan saksi bisu, proses dimana saya harus lebih memaksimalkan apa yg saya miliki, Otak yg lbh berfikir keras dari biasanya, Tangan yg multi tasking, Tubuh yg harus selalu fit, Kaki yg harus tegap berdiri kuat dalam setiap kon",Non-Bullying
USER USER budha teroris,Agama
Ajarin pake ht..liat pk ht..gunain nalar sblm mati..,Hate Speech / Ancaman
Kalo punya otak ya pake dong mbak! Tolol.',Hate Speech / Ancaman
"USER USER Cebong otak buntu, jutaan rakyat Indonesia aja lu masih bingung nyari pengganti jokowi..'",Hate Speech / Ancaman
Lepastu expect boleh lepas tangan semua kerja yg lecturer bagi apelancau sial cina ni',Ras
USER Lindes aja sampe mencret',Makian
"Sudah jatuh tertimpa tangga, itulah yang dialami oleh Ramli Anwar, pegawai pajak yang kena OTT karena peras korban Rp 50 juta. Ramli kini dipecat.; via USER ; ;",Non-Bullying
"USER USER USER USER USER Ahok ga mau bebas bersyarat, Krn hdp di MAKO lbh nyaman.\nKnp nyaman ? Ini rejim KACUNG !!!\nItulah sifat China pengkhianat.'",Ras
"Buzzer parpol pada sibuk naiking rating parpolnya. \n\nLiberal, syiah &amp; komunis sibuk jualan sekte agamanya. \n\nCebi sibuk jualan junjungannya 2 periode. \n\nBani Jamban masih sibuk muja2 Napi transparan. \n\nSebagian besar lalai akan ""waktu""'",Agama
bener banget ke indahan alam budaya dan segala hal yg terkaitnya #JokowiSayangiPapua,Non-Bullying
RT USER Ahok korbannya...gubernur baru tersenyum penuh kemenangan berbau busuk anyir bersimbah nanah luka SARA cenderung cuci tangan...,Hate Speech / Ancaman
Mahakarya Gebyar Pesona Budaya Garut (GPBG 2018),Non-Bullying
"USER USER USER USER USER USER USER USER USER USER USER USER USER USER JIL, JIN, Slamet Nusantara memang agenda tokoh NU struktural, sdh",Non-Bullying
USER USER betul bro.. PSI ini isinya sontoloyo semua bro.. yang jelas salah malah dilindungi dan diushakan menjadi benar..',Hate Speech / Ancaman
"USER Baca aja Mas, baca sebelah istri kali aja abis baca langsung eue.\n\nHE HE.'",Makian
USER USER USER Bct kampang',Hate Speech / Ancaman
USER USER USER USER USER USER USER USER = Akun anak PKI,Ras
Bertemu dg tokoh agama non muslim juga pak de....supaya seimbang....,Non-Bullying
U-Kwon beragama kristen',Non-Bullying
"RT USER: Suciwati Munir: ""Saya Enggak Percaya Sama Jokowi Bisanya Ngomong Doang."" URL URL",Hate Speech / Ancaman
USER USER USER Yg rakyat sangat perlukan mundur adalah jokowi,Hate Speech / Ancaman
"USER aktris dehh :\'( tar kamu jd transgender kalo aktor :""('",Non-Bullying
USER iya lah bencong idiot spt lo kan emang bloon ....baru pake foto aja udah ngaku2 asli',Gender
"Yah silahkan klo mau ganti pakde, tpi dgn cara yg sportif n elegan, untuk soal gerakan subuhan itu sngat kental unsur politisnya, itu yg aku tekankan, bkn melebar kmn2",Non-Bullying
"Rasanya pengen pergi ke tempat antah berantah, ngilang gitu dan membaur dengan orang asing, mengasingkan diri kalo perlu'",Non-Bullying
USER USER Inget pipis onta liat wajahnya',Fisik
"USER USER Even mukanya bersih mulus tanpa cacat ttp mesti di rawat darling. Lo kan ga bakal forever 16th, makin nambah umur kulit juga nambah tua apalagi sekarang makin banyak polusi.'",Non-Bullying
"USER USER USER USER Nah iya, tiap hari nyemilnya tai onta sih'",Hate Speech / Ancaman
Kalo aku dapat lesbi ni mmg mampos ah babi sial kau ni URL,Makian
"Prabowo:"" Kita akn berantas penindas muslim! Kelihatan bgt gak adil. Kl pemimpin yg baik tuh blg ""Kita akn berantas semua penindas agama""",Hate Speech / Ancaman
"USER Gua kayanya iya deh, setiap buka kacamata temen gua blg ""sipit banget woi beda, pake aja kacamatanya lagi"" \xf0\x9f\x98\x82\xf0\x9f\x91\x8c'",Non-Bullying
KPK Periksa Gubernur Sumut dan Cawagub Ijeck Shah,Non-Bullying
CINA ASU URL,Ras
"RT USER: Kalau sdh begini, Apa Pak USER , bakal memberikan rehabilitasi?\n\nUSER tdk bersalah, apa yg dia katakan benar!\n\nAl-\xe2\x80\xa6'",Non-Bullying
"USER USER USER USER USER seorang mujahid tak akan pernah berkata kasar, apalagi menghina ulama. Haram hukumnya pilih wakil rakyat dari partai penghina Islam, ulama, muslim. Dus, partai Islam penghianat muslim Indonesia #2019Ga",Agama
USER USER Rezim Soeharto melepas Freeport demi mendapatkan kekuasaan. Jokowi menganulir PP yang dikeluarkan SBY karena 'salah menghitung' biaya yang dikeluarkan tak sesuai dengan divestasi saham 30 %. \nHanya USER yang bisa 'merampa,Non-Bullying
USER INUS adalah modus para antek kaum liberal...Syiah dan Yahudi untuk menghancurkan Islam umumnya dan Ahlussunah Sunnah pada khususnya.',Non-Bullying
"di pilkada DKI 2017 yg didengungkan soal agama tapi dipilpres sekarang yg didengungkan ganti presiden,sampai2 di tajil dilabelin ganti presiden, dasar munafik'",Hate Speech / Ancaman
"ANA WONG GEK MEMBAGI-BAGIKAN KATA-KATA MOTIVASI KOK MALAH DIKON ANTRAKSI, GENDENG! HINA! KAFIR! CEBONG! MBELEK LANCUNG SEKO MENTOK SING GEK ANGKREM! AAGHR! \n\nJOLODONG!'",Hate Speech / Ancaman
USER sakit perut dibeliin gorengan:((( MAKEN MENCRET AKU MAS',Non-Bullying
"sinting, SP keluar tgl 28 maret, rencana kirim 28 maret juga \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 modyar'",Makian
"#2019GantiPresiden Pilkada DKI 2017 kita sudah SINGKIRKAN AHOK, INSYA ALLOH #2019GantiPresiden",Hate Speech / Ancaman
Sekalian Presidennya Impor. .; Kebangetan ; Wajib #2019GantiPresiden,Hate Speech / Ancaman
"USER Rakyat 3lauk10ribu pake telor separo? \xf0\x9f\x98\x82\nKalau mampu 20rb, kenapa ngasih 10rb \xf0\x9f\x98\x82\n\nBajingan kau gendut tai, hidup gak ada berkah.\n\n#2019GantiPresiden'",Hate Speech / Ancaman
"[75:24] Dan wajah-wajah (orang kafir) pada hari itu muram,'",Non-Bullying
USER org sipit mu ngrusak moral ank kcil kaga tanggung2 bikin video semua persi ada .',Non-Bullying
"Mungkin kamu yg smakin bodoh? Pancasila, UUD'45, TAP MPR no.25 Sudah Final PKI terlarang! kecebong gak usah rayu-rayu Presiden utk buat Perpu",Hate Speech / Ancaman
"USER wkwkwkw akhirnya antek Amerika ini pasang badan juga, krn 51% saham Freeport dikuasai Indonesia !'",Non-Bullying
USER USER USER \xf0\x9f\x91\x86\xf0\x9f\x91\x8dyg disebut hailah yahudi?',Non-Bullying
Apa USER USER tau kalo hari ini kita ttd menguasai 51% saham PFI.masih mau teriak pro asing lagi?? Saat kamu jadi ketua MPR sudah melakukan apa utk paksa PFI kasih 51% saham ke Indonesia???',Non-Bullying
"Saat itu heboh berita database kita bocor dan tersimpan di luar negeri. Serta awal mula invansi TKA china, dengan di buatkannya barak-barak di papua\xf0\x9f\x98\x83 URL",Non-Bullying
"USER Dan stereotipenya jadi kayak orang muslim benci anjing \xe2\x98\xb9\xef\xb8\x8f Bos saya yang katolik pernah 2x ngajak ketemu klien yang kebetulan Pastor, selalu diperkenalkan dengan ""mas Don ini pecinta anjing lho Mo! (romo)"" seolah itu ha",Non-Bullying
PKS Sepakat untuk Setujui Pilkada Dikembalikan ke DPRD,Non-Bullying
USER Prof. bagaimana menyikapi orang2 kristen yg mendatangi rumah2 muslim utk menyebarkan agama kristen (sekte johovah) ?,Non-Bullying
USER Tae sih ni orang :))',Hate Speech / Ancaman
USER USER USER Asu mrk itu',Hate Speech / Ancaman
"sis kalau tak suka sis cakap je depan muka, sis puas hati &amp; dia pun tahu perangai bodo dia so hidup bahagia takda masalah muka berseri seri duit makin banyak pokok subur pencemaran makin kurang kesan rumah hijau pun boleh kurang'",Fisik
URL &lt;-download ngentot di toilet sekolah #bispak #porn #bokep',Pelecehan Seksual
"Menurut Denise Leith, rezim Soeharto menginginkan saham sebesar 8,9 persen. Namun, Freeport tak langsung memenuhi permintaan Soeharto.\n#Freeport51'",Non-Bullying
USER USER Bilang bajingan dikasih surat cinta KPI nggak si?',Makian
USER USER USER USER USER USER USER USER USER USER USER Dasar kaum onta\nBacot ajj digedein\nIstighfar ngapa?!',Hate Speech / Ancaman
"USER USER USER Hahaha itu berbeda dibandara tempat byk penumpang dari berbagai negara. Lah ini dijalan di kabupaten ada rambu tulisan cina, terlihat bgt minta dijajah cina'",Non-Bullying
"USER bukannya, Israel yang mengundang yahudi dari seluruh dunia utk tinggal di israel, banyak warga Israel adalah keturunan2 yg org tua ny dari negara2 arab .'",Non-Bullying
GEBLEK NGAPA NGETAG ELU YA WKWKWK',Hate Speech / Ancaman
"Agar Muslim moderat tak jadi sasaran tembak, Buang Islam USER MUI: kalau baru terduga sudah ditembak, tak setuju",Agama
"USER USER USER Yg mulai duluan siapa ya? Gue bales lo sakit jiwa?? Ettt dah jd laki kok banci, URL",Gender
"heran sama cowo normal yang suka ngelonte apa enaknya si? cuma buang pejuh doang kan? enakan lontenya di genjot di bayar idih goblok amat, sesekali main sma gay yang maniax atau hyper, di jamin puas lahir batin lebih puas dari lonte lonte parasit, omonga",Pelecehan Seksual
Bhabinkamtibmas Desa Cantuk bersama Kades memberikan Binluh utk Cipkon jelang Pilkada serentak..klik disini.ð???; ;,Non-Bullying
"USER Udeeeh kebiasaan sebelum tidur mobile data &amp; wifi off, all apps removed. Baru tadi malam kacrut.\n\nLol wne nunggu yang X Plus aje \xf0\x9f\xa4\xaa\xf0\x9f\x98\x8d'",Makian
"USER jing ccd org2 kek gitu disuruh pegang gangang badminton aja paling dijadiin maenan gitar, belagak bgt elah'",Hate Speech / Ancaman
USER USER USER USER USER Karena kita jablay berkelas',Pelecehan Seksual
USER gosah kangen ama gua klo gitu edan',Fisik
Semoga bisa ketemu Presiden di IstanaKepresidenan Bogor,Non-Bullying
Babi... iya memang si Ahok gak jauh kayak Babi..,Hate Speech / Ancaman
USER Dari awal sebelum filmnya tayang juga udah gak boleh spoiler!!!!!\n\nBACOT ANJENG',Hate Speech / Ancaman
Wakil Gubernur Babel Abdul Fatah bersyukur peserta event Sungailiat Triathlon dari tahun ke tahun bertambah. Ia menilai event ini,Non-Bullying
Lengserkan jokowi karena sudah mempermain kan hukum,Hate Speech / Ancaman
"USER Iya kan dia minta klarifikasi, kalo masih di deny, hantam aja dsr terkutuk'",Hate Speech / Ancaman
RT USER: Wahai kamu yang menolak Reklomasi mari tuntut USER untuk batalkan reklamasi via USER. URL,Hate Speech / Ancaman
"USER USER HMM NTAB YUMMY, PASUTRI KURANG2iN NGENTOD NYA, INGET PUASA, KALO KJADIAN JGN MLS2AN KERAMAS'",Makian
